"street_view_rating","address","parcel_number"
0,"2050 SHERMAN ST, HAMMOND","450705454014000023"
0,"2724 163RD PL, HAMMOND","450704380007000023"
0,"3121 165TH ST, HAMMOND","450704483019000023"
0,"438 173RD ST, HAMMOND","450613201004000023"
0,"4614 CAMERON AVE, HAMMOND","450225412019000023"
0,"6012 WALLACE RD, HAMMOND","450706257015000023"
0,"6131 HARRISON AVE, HAMMOND","450601405004000023"
0,"6404 COLUMBIA AVE, HAMMOND","450706382015000023"
0,"6415 NEW JERSEY, HAMMOND","450703454018000023"
0,"651 119TH ST, HAMMOND","450212236030000023"
0,"6546 ALABAMA AVE, HAMMOND","450709202010000023"
0,"6739 MARYLAND AVE, HAMMOND","450710177009000023"
0,"6946 ARIZONA AVE, HAMMOND","450709403036000023"
0,"7809 BEECH AVE, HAMMOND","450718428015000023"
0,"816 SUMMER ST, HAMMOND","450331352004000023"
0,"911 LOGAN ST, HAMMOND","450331327029000023"
0,"934 STATE ST, HAMMOND","450331376012000023"
0,"528 LEWIS ST, HAMMOND","450601256007000023"
0,"5730 NORTHCOTE AVE, HAMMOND","450705126016000023"
0,"6035 ERIE AVE, HAMMOND","450601279013000023"
0,"6324 MONROE AVE, HAMMOND","450601476019000023"
0,"1049 CLEVELAND ST, HAMMOND","450706377041000023"
0,"1408 SHERMAN ST, HAMMOND","450706277001000023"
0,"1909 CLAY ST, HAMMOND","450705128025000023"
0,"838 CARROLL ST, HAMMOND","450706101022000023"
0,"5643 SOHL AVE, HAMMOND","450236482018000023"
0,"3988 COLBOURNE ST, HOBART","450826179022000018"
0,"4050 E 39TH AVE, HOBART","450826131023000018"
0,"266 S COLORADO ST, HOBART","450931103015000018"
0,"5605 MISSISSIPPI ST, HOBART","451202154003000018"
0,"919 W 7TH PL, HOBART","450931328009000018"
0,"317 CENTER ST, HOBART","450932177003000018"
0,"3325 W 38TH AVE, HOBART","450826231008000018"
0,"14 E 36TH PL, LAKE STATION","450824482002000020"
0,"2239 RUSH PL, LAKE STATION","450916107009000021"
0,"2409 CASS ST, GARY","450813283002000017"
0,"2455 STATE ST, GARY","450813280005000017"
0,"2460 STATE ST, GARY","450813255017000017"
0,"2565 CLAY ST, LAKE STATION","450918301014000021"
0,"2708 ALLEN ST, LAKE STATION","450813476012000021"
0,"2727 LAKE ST, LAKE STATION","450918454007000021"
0,"2734 BENTON ST, LAKE STATION","450813477019000021"
0,"2745 GREENE ST, LAKE STATION","450918452017000021"
0,"2800 ELKHART ST, LAKE STATION","450918380032000021"
0,"2810 OKLAHOMA ST, LAKE STATION","450813380006000020"
0,"2884 NEW JERSEY ST, LAKE STATION","450813455021000020"
0,"3201 E 35TH PL, LAKE STATION","450824352001000020"
0,"3804 E 36TH AVE, LAKE STATION","450824377023000020"
0,"525 E 25TH AVE, LAKE STATION","450918302022000021"
0,"53 E 36TH AVE, LAKE STATION","450824476017000020"
0,"1540 E 24TH, LAKE STATION","450918276004000021"
0,"2265 CASS ST, GARY","450813279001000017"
0,"2375 CASS ST, GARY","450813279007000017"
0,"2378 BENTON ST, GARY","450813277020000017"
0,"2383 CASS ST, GARY","450813279012000017"
0,"2387 CASS ST, GARY","450813279013000017"
0,"2389 BENTON ST, GARY","450813278013000017"
0,"2485 SPENCER ST, LAKE STATION","450916182020000021"
0,"2529 RIVERSIDE DR, LAKE STATION","450917380007000021"
0,"2710 OKLAHOMA ST, LAKE STATION","450813377009000020"
0,"2788 WARREN ST, LAKE STATION","450916454026000021"
0,"3035 RIVERSIDE DR, LAKE STATION","450917409009000021"
0,"3839 E 34TH AVE, LAKE STATION","450824329007000020"
0,"3845 E 34TH AVE, LAKE STATION","450824329008000020"
0,"2300 CLAY, GARY","450813279021000017"
0,"528 FRANKLIN ST, LOWELL","451923459005000008"
0,"916 W 62ND AVE, MERRILLVILLE","451209126034000030"
0,"312 TYLER ST, NEW CHICAGO","450919182019000022"
0,"320 E VAN BUREN AVE, NEW CHICAGO","450919180014000022"
0,"3609 INDIANA ST, NEW CHICAGO","450919353003000022"
0,"5001 INDIANA PL, GARY","450834432012000004"
2,"1136 WALLACE ST, GARY","450807252018000004"
2,"1137 WALLACE ST, GARY","450807253012000004"
2,"1139 HENDRICKS ST, GARY","450807276010000004"
2,"1150 JENNINGS ST, GARY","450807276023000004"
2,"1150 WILLIAMS ST, GARY","450807151022000004"
2,"1221 TAFT ST, GARY","450808252006000004"
2,"1224 RUTLEDGE ST, GARY","450808180016000004"
2,"1227 ELLSWORTH ST, GARY","450808180005000004"
2,"1229 GARFIELD ST, GARY","450808281008000004"
2,"1236 TAFT ST, GARY","450808181019000004"
2,"1248 RUTLEDGE ST, GARY","450808180020000004"
2,"1308 GRANT ST, GARY","450808282042000004"
2,"1316 NOBLE ST, GARY","450807257011000004"
2,"1316 ROOSEVELT ST, GARY","450808255024000004"
2,"1323 TANEY ST, GARY","450808157004000004"
2,"1324 WILSON ST, GARY","450807280014000004"
2,"1328 ROOSEVELT ST, GARY","450808255025000004"
2,"1334 TANEY PL, GARY","450808155018000004"
2,"1447 W 15TH AVE, GARY","450809301014000004"
2,"1549 ARTHUR ST, GARY","450808428013000004"
2,"1559 MCKINLEY ST, GARY","450808405015000004"
2,"1560 MCKINLEY ST, GARY","450808404031000004"
2,"1564 BAKER ST, GARY","450807302023000004"
2,"1566 CLEVELAND ST, GARY","450808405032000004"
2,"1570 HAYES ST, GARY","450808429033000004"
2,"1584 TAFT ST, GARY","450808328028000004"
2,"1586 HAYES ST, GARY","450808429036000004"
2,"1610 W 19TH AVE, GARY","450808434029000004"
2,"3357 MARYLAND ST, GARY","450822327006000004"
2,"3365 MARYLAND ST, GARY","450822327008000004"
2,"3376 MARYLAND ST, GARY","450822326021000004"
2,"3377 MARYLAND ST, GARY","450822327011000004"
2,"3378 VIRGINIA ST, GARY","450822327023000004"
2,"3384 MARYLAND ST, GARY","450822326023000004"
2,"3404 MARYLAND ST, GARY","450822328018000004"
2,"3430 MARYLAND ST, GARY","450822328022000004"
2,"3449 JOHNSON ST, GARY","450821303004000004"
2,"3613 POLK ST, GARY","450821382002000004"
2,"3615 JEFFERSON ST, GARY","450821481002000004"
2,"3655 VAN BUREN ST, GARY","450821456009000004"
2,"3661 FILLMORE ST, GARY","450821381011000004"
2,"3677 ADAMS ST, GARY","450821482011000004"
2,"3700 ADAMS ST, GARY","450828227012000004"
2,"3701 JOHNSON ST, GARY","450828102001000004"
2,"3709 PIERCE, GARY","450828126002000004"
2,"3717 JOHNSON ST, GARY","450828102003000004"
2,"3737 MONROE ST, GARY","450828204006000004"
2,"3740 MONROE ST, GARY","450828203023000004"
2,"3769 LINCOLN ST, GARY","450828103009000004"
2,"3986 POLK ST, GARY","450828180018000004"
2,"4255 MONROE ST, GARY","450828408009000004"
2,"4258 ADAMS ST, GARY","450828431023000004"
2,"4322 JACKSON ST, GARY","450828451024000004"
2,"4339 JACKSON ST, GARY","450828455007000004"
2,"4342 LINCOLN ST, GARY","450828352018000004"
2,"4352 JEFFERSON ST, GARY","450828476022000004"
2,"4372 MADISON ST, GARY","450828456024000004"
2,"4415 MCKINLEY ST, GARY","450829462003000001"
2,"4445 JEFFERSON ST, GARY","450828481007000004"
2,"4524 LINCOLN ST, GARY","450833102013000004"
2,"4578 VAN BUREN ST, GARY","450833201023000004"
2,"4592 ROOSEVELT PL, GARY","450832201011000001"
2,"4600 GARFIELD, GARY","450832231020000001"
2,"4621 JOHNSON ST, GARY","450833106004000004"
2,"4651 LINCOLN ST, GARY","450833107008000004"
2,"4661 HARRISON ST, GARY","450833203008000004"
2,"4743 MONROE ST, GARY","450833254008000004"
2,"4760 MADISON ST, GARY","450833254021000004"
2,"4779 VAN BUREN ST, GARY","450833252014000004"
2,"4854 MONROE ST, GARY","450833257019000004"
2,"4940 JEFFERSON ST, GARY","450833426021000004"
2,"4965 WASHINGTON ST, GARY","450833429010000004"
2,"5068 JEFFERSON ST, GARY","450833430028000004"
2,"1233 GARFIELD ST, GARY","450808281009000004"
2,"1330 MARSHALL ST, GARY","450808158018000004"
2,"1335 ELLSWORTH PL, GARY","450808183006000004"
2,"3673 VAN BUREN ST, GARY","450821456012000004"
2,"4340 W 28TH AVE, GARY","450818352033000003"
2,"528 JEFFERSON ST, GARY","450804426020000004"
2,"549 VERMONT ST, GARY","450803403007000004"
2,"1336 ELLSWORTH PL, GARY","450808182020000004"
2,"1553 GARFIELD ST, GARY","450808429017000004"
2,"1041 CLAY ST, GARY","450907104007000004"
2,"1013 NEW HAMPSHIRE ST, GARY","450812204002000004"
2,"1020 HAMILTON ST, GARY","450907204019000004"
2,"1021 NEW JERSEY ST, GARY","450812203005000004"
2,"1032 NOBLE ST, GARY","450807208016000004"
2,"1039 LANE ST, GARY","450807132009000004"
2,"104 MORNINGSIDE AVE, GARY","450833228010000004"
2,"1044-50 NOBLE ST, GARY","450807208018000004"
2,"1049 POLK ST, GARY","450809131003000004"
2,"1055 WRIGHT ST, GARY","450807134013000004"
2,"1056 NOBLE ST, GARY","450807208020000004"
2,"1059 MORTON ST, GARY","450807131012000004"
2,"108 ELLSWORTH ST, GARY","450805128009000004"
2,"110 ELLSWORTH ST, GARY","450805128010000004"
2,"1101 HAMILTON PL, GARY","450907206008000004"
2,"1101 W 2ND AVE, GARY","450804126007000004"
2,"1103-07 WYOMING ST, GARY","450812131008000004"
2,"1107 W 2ND AVE, GARY","450804126006000004"
2,"1110 GIBSON PL, GARY","450907130031000004"
2,"1111-15 W 2ND AVE, GARY","450804126005000004"
2,"1113 CLAY ST, GARY","450907104010000004"
2,"1115-19 WYOMING ST, GARY","450812131010000004"
2,"1123 GARFIELD ST, GARY","450808280019000004"
2,"1126 GIBSON PL, GARY","450907130033000004"
2,"1127 GIBSON PL, GARY","450907131010000004"
2,"1127 W 2ND AVE, GARY","450804126002000004"
2,"1130 NOBLE ST, GARY","450807253023000004"
2,"1130 WILSON ST, GARY","450807277022000004"
2,"1132 ELLSWORTH ST, GARY","450808176034000004"
2,"1132 HAMILTON PL, GARY","450907205025000004"
2,"1132 HAMILTON ST, GARY","450907204027000004"
2,"1141 ALLEN ST, GARY","450812227029000004"
2,"1142 GIBSON PL, GARY","450907130035000004"
2,"1143 GIBSON PL, GARY","450907131012000004"
2,"1159 FLOYD ST, GARY","450907130023000004"
2,"1164 DECATUR ST, GARY","450907104043000004"
2,"1175 BENTON ST, GARY","450812228018000004"
2,"306 MONROE ST, GARY","450804253023000004"
2,"312 MONROE ST, GARY","450804253026000004"
2,"321 W 41ST AVE, GARY","450828426002000004"
2,"324 S UNION, GARY","450904179018000004"
2,"4120 JEFFERSON ST, GARY","450828426021000004"
2,"4121 ADAMS ST, GARY","450828428003000004"
2,"4125 MADISON ST, GARY","450828426007000004"
2,"4128 ADAMS ST, GARY","450828427024000004"
2,"4136 ADAMS ST, GARY","450828427025000004"
2,"4137-41 WASHINGTON ST, GARY","450828429004000004"
2,"4144 ADAMS ST, GARY","450828427026000004"
2,"4144 WASHINGTON ST, GARY","450828428024000004"
2,"4146 WASHINGTON ST, GARY","450828428025000004"
2,"415 VAN BUREN ST, GARY","450804256004000004"
2,"4155 WASHINGTON ST, GARY","450828429006000004"
2,"4164 WASHINGTON ST, GARY","450828428027000004"
2,"4173 WASHINGTON ST, GARY","450828429008000004"
2,"4177 MADISON ST, GARY","450828426015000004"
2,"4177 WASHINGTON ST, GARY","450828429009000004"
2,"4182 ADAMS ST, GARY","450828427032000004"
2,"4188 ADAMS ST, GARY","450828427033000004"
2,"4208 MILLER AVE, GARY","450801454017000004"
2,"4305 MILLER AVE, GARY","450801455007000004"
2,"4411 W 20TH AVE, GARY","450807354007000004"
2,"5017 E 13TH AVE, GARY","450907152005000004"
2,"5025 E 13TH PL, GARY","450907153006000004"
2,"5029 E 10TH AVE, GARY","450907102004000004"
2,"5037 CAROLINA ST, GARY","450834333005000004"
2,"5125 E 13TH AVE, GARY","450907152010000004"
2,"5142 E 10TH AVE, GARY","450907101019000004"
2,"575 MARYLAND ST, GARY","450803327015000004"
2,"579 TENNESSEE ST, GARY","450803426009000004"
2,"703 MARYLAND ST, GARY","450803377002000004"
2,"705 GEORGIA ST, GARY","450803451002000004"
2,"709 GEORGIA ST, GARY","450803451003000004"
2,"721 TENNESSEE ST, GARY","450803476005000004"
2,"725 GEORGIA, GARY","450803451007000004"
2,"725 TENNESSEE ST, GARY","450803476006000004"
2,"731 MARTIN LUTHER KING DR, GARY","450803479005000004"
2,"747 LINCOLN ST, GARY","450804353006000004"
2,"754 KENTUCKY ST, GARY","450803453026000004"
2,"759 TENNESSEE ST, GARY","450803476014000004"
2,"760 KENTUCKY ST, GARY","450803453027000004"
2,"760 RHODE ISLAND ST, GARY","450803451034000004"
2,"760 TENNESSEE ST, GARY","450803454030000004"
2,"761 RHODE ISLAND, GARY","450803452018000004"
2,"762 MARTIN LUTHER KING DR, GARY","450803478023000004"
2,"764 TENNESSEE ST, GARY","450803454031000004"
2,"765 KENTUCKY ST, GARY","450803454012000004"
2,"765 TYLER ST, GARY","450804379016000004"
2,"766 KENTUCKY ST, GARY","450803453028000004"
2,"766 MISS ST, GARY","450802351013000004"
2,"766 PENNSYLVANIA ST, GARY","450803353037000004"
2,"768 LOUISIANA ST, GARY","450803477027000004"
2,"768 TENNESSEE ST, GARY","450803454032000004"
2,"768 TYLER ST, GARY","450804378034000004"
2,"770 KENTUCKY ST, GARY","450803453029000004"
2,"770 M L KING DR, GARY","450803478024000004"
2,"771 KENTUCKY ST, GARY","450803454013000004"
2,"775 CAROLINA ST, GARY","450803379019000004"
2,"775 MISS ST, GARY","450802352014000004"
2,"776 CAROLINA ST, GARY","450803378039000004"
2,"776 KENTUCKY ST, GARY","450803453030000004"
2,"805 HARRISON ST, GARY","450804385002000004"
2,"808 VERMONT ST, GARY","450803456019000004"
2,"809 CAROLINA ST, GARY","450803383003000004"
2,"817 RHODE ISLAND, GARY","450803456005000004"
2,"817 TYLER ST, GARY","450804384005000004"
2,"817 VAN BUREN ST, GARY","450804455002000004"
2,"817 VERMONT ST, GARY","450803457005000004"
2,"820 PENNSYLVANIA ST, GARY","450803357015000004"
2,"821 VERMONT ST, GARY","450803457006000004"
2,"824 TYLER ST, GARY","450804383020000004"
2,"836 DELAWARE ST, GARY","450803358023000004"
2,"836 KENTUCKY ST, GARY","450803457025000004"
2,"837 MADISON ST, GARY","450804480010000004"
2,"844 DELAWARE ST, GARY","450803358025000004"
2,"854 OHIO ST, GARY","450803480021000004"
2,"854 TENNESSEE ST, GARY","450803458031000004"
2,"855 VERMONT ST, GARY","450803457013000004"
2,"856 CAROLINA ST, GARY","450803382031000004"
2,"861 CAROLINA ST, GARY","450803383016000004"
2,"861 RHODE ISLAND ST, GARY","450803456015000004"
2,"885 LOUISIANA ST, GARY","450803482011000004"
2,"1031 GARFIELD, GARY","450808239001000004"
2,"221 POLK ST, GARY","450804128005000004"
2,"255 POLK ST, GARY","450804128013000004"
2,"4148 JEFFERSON ST, GARY","450828426025000004"
2,"4156 BROADWAY, GARY","450828429020000004"
2,"4172 ADAMS ST, GARY","450828427031000004"
2,"1026 W 11TH AVE, GARY","450809130020000004"
2,"1026-30 W 5TH AVE, GARY","450804182031000004"
2,"1036 CLEVELAND ST, GARY","450808212010000004"
2,"1124 W 11TH AVE, GARY","450809129019000004"
2,"4117 MADISON ST, GARY","450828426006000004"
2,"776 RHODE ISLAND ST, GARY","450803451038000004"
2,"815 JACKSON ST, GARY","450804456003000004"
2,"836 CAROLINA ST, GARY","450803382026000004"
2,"836 HARRISON ST, GARY","450804384022000004"
2,"1000 E 37TH AVE, GARY","450822460013000004"
2,"1000 MOUNT ST, GARY","450712208011000004"
2,"1001 CHASE ST, GARY","450808105002000004"
2,"1001 E RIDGE RD, GARY","450827204001000004"
2,"1001 W 2ND AVE, GARY","450804127007000004"
2,"1002 E 34TH AVE, GARY","450822403007000004"
2,"1003 CENTRAL AVE, GARY","450810254022000004"
2,"1003 E 49TH AVE, GARY","450834404001000004"
2,"1005 W 25TH AVE, GARY","450816328005000004"
2,"1006 DURBIN ST, GARY","450712207012000004"
2,"1006 E 35TH PL, GARY","450822457017000004"
2,"1008 E 41ST AVE, GARY","450827403006000004"
2,"1008 W 19TH AVE, GARY","450809333033000004"
2,"1009 E 36TH PL, GARY","450822460002000004"
2,"1009 ELLSWORTH ST, GARY","450808135002000004"
2,"1009 W 2ND AVE, GARY","450804127006000004"
2,"1009-11 CLEVELAND ST, GARY","450808210003000004"
2,"1010 E 49TH AVE, GARY","450834258049000004"
2,"1011 E 47TH PL, GARY","450834256011000004"
2,"1013 STEVENSON ST, GARY","450711231003000004"
2,"1013 W 2ND AVE, GARY","450804127005000004"
2,"1013-15 UTAH ST, GARY","450812132003000004"
2,"1014 W 19TH AVE, GARY","450809333032000004"
2,"1015 E 36TH PL, GARY","450822460003000004"
2,"1016 E 35TH PL, GARY","450822457019000004"
2,"1017 E 43RD AVE, GARY","450827455014000004"
2,"1017 RUTLEDGE ST, GARY","450808137003000004"
2,"1019-33 NEW HAMPSHIRE, GARY","450812204004000004"
2,"1020 E 36TH AVE, GARY","450822458019000004"
2,"1020 HAMILTON PL, GARY","450907205017000004"
2,"1021 W 2ND AVE, GARY","450804127003000004"
2,"1023 GIBSON PL, GARY","450907131003000004"
2,"1024 CLARK RD, GARY","450712233021000004"
2,"1025 DEKALB ST, GARY","450907127012000004"
2,"1025 HANLEY ST, GARY","450712207005000004"
2,"1025 TANEY ST, GARY","450808106004000004"
2,"1026 W 13TH AVE, GARY","450809178039000004"
2,"1027 E 35TH PL, GARY","450822458005000004"
2,"1028 GREENE PL, GARY","450907203023000004"
2,"1029 GREENE PL, GARY","450907204005000004"
2,"1029 W 2ND AVE, GARY","450804127002000004"
2,"1030 TAFT ST, GARY","450808137017000004"
2,"1032 DECATUR ST, GARY","450907104031000004"
2,"1032 E 35TH PL, GARY","450822457022000004"
2,"1032 E 45TH AVE, GARY","450827456016000004"
2,"1033 DURBIN ST, GARY","450712208006000004"
2,"1033 E 35TH CT, GARY","450822457007000004"
2,"1033 E 41ST AVE, GARY","450827403003000004"
2,"1033 E 41ST PL, GARY","450827405003000004"
2,"1036 E 15TH AVE, GARY","450810255038000004"
2,"1036 MOUNT ST, GARY","450712208015000004"
2,"1038 E 41ST PL, GARY","450827403010000004"
2,"1038 GIBSON PL, GARY","450907130028000004"
2,"1039 BAKER ST, GARY","450807107009000004"
2,"1039 HANLEY ST, GARY","450712207007000004"
2,"1039 W 45TH AVE, GARY","450833127001000004"
2,"1040 MATTHEWS ST, GARY","450712230017000004"
2,"1041 E 36TH PL, GARY","450822460007000004"
2,"1041 E 48TH PL, GARY","450834258039000004"
2,"1043 MOUNT ST, GARY","450712230006000004"
2,"1043 PORTER ST, GARY","450712233010000004"
2,"1044 GREENE PL, GARY","450907203025000004"
2,"1044 GREENE ST, GARY","450907202005000004"
2,"1045 CENTRAL AVE, GARY","450810254029000004"
2,"1045 GREENE ST, GARY","450907203007000004"
2,"1046 GIBSON PL, GARY","450907130029000004"
2,"1047 DECATUR ST, GARY","450907102015000004"
2,"1047 PORTER ST, GARY","450712233011000004"
2,"1047 RALSTON ST, GARY","450712206008000004"
2,"1048 E 35TH PL, GARY","450822457025000004"
2,"1048 E 49TH AVE, GARY","450834258053000004"
2,"1048 JACKSON ST, GARY","450809206012000004"
2,"1049 PORTER ST, GARY","450712233012000004"
2,"1050 DURBIN ST, GARY","450712207019000004"
2,"1050 POLK ST, GARY","450809130012000004"
2,"1051 COLFAX ST, GARY","450712103007000004"
2,"1051 E 35TH CT, GARY","450822457010000004"
2,"1052 HARRISON ST, GARY","450809204003000004"
2,"1053 HARRISON ST, GARY","450809205003000004"
2,"1053 JACKSON ST, GARY","450809207003000004"
2,"1053 MATTHEWS ST, GARY","450712231009000004"
2,"1054 NOBLE ST, GARY","450807208019000004"
2,"1056 DURBIN ST, GARY","450712207020000004"
2,"1056 E 43RD AVE, GARY","450827411021000004"
2,"1057 E 35TH CT, GARY","450822457011000004"
2,"1058 ELLSWORTH PL, GARY","450808133016000004"
2,"1058 MOUNT ST, GARY","450712208018000004"
2,"1059 MOUNT ST, GARY","450712230008000004"
2,"1060 JACKSON ST, GARY","450809206015000004"
2,"1064 HARRISON ST, GARY","450809204006000004"
2,"1067 COLFAX ST, GARY","450712103009000004"
2,"1067 MOUNT ST, GARY","450712230010000004"
2,"1068 FILLMORE ST, GARY","450809129015000004"
2,"1069 E 35TH CT, GARY","450822457013000004"
2,"1070 HANLEY ST, GARY","450712206027000004"
2,"1075 MOUNT ST, GARY","450712230011000004"
2,"108 MARSHALLTOWN CT, GARY","450811306024000004"
2,"1081 E 35TH CT, GARY","450822457015000004"
2,"1083 COLFAX ST, GARY","450712103011000004"
2,"1089 E 35TH CT, GARY","450822457016000004"
2,"1100 E 43RD AVE, GARY","450827412009000004"
2,"1100 GREENE PL, GARY","450907203026000004"
2,"1101 DEARBORN CIR, GARY","450907104011000004"
2,"1101 E 48TH PL, GARY","450834258040000004"
2,"1101 GREENE ST, GARY","450907203008000004"
2,"1103 CENTRAL AVE, GARY","450810254030000004"
2,"1103 E RIDGE RD, GARY","450827205001000004"
2,"1104 DECATUR ST, GARY","450907104034000004"
2,"1105 E 21ST AVE, GARY","450815204002000004"
2,"1108 E 49TH AVE, GARY","450834258054000004"
2,"1108 GREENE ST, GARY","450907202007000004"
2,"1109 MARYLAND ST, GARY","450810177002000004"
2,"1109 S HAMILTON ST, GARY","450907205009000004"
2,"1111 DELAWARE ST, GARY","450810129003000004"
2,"1111-15 UTAH ST, GARY","450812132009000004"
2,"1118 FAYETTE ST, GARY","450907128015000004"
2,"1118 GIBSON PL, GARY","450907130032000004"
2,"1120 BAKER ST, GARY","450807152015000004"
2,"1120 E 41ST PL, GARY","450827426005000004"
2,"1120 TYLER ST, GARY","450809178024000004"
2,"1121 DEKALB ST, GARY","450907127018000004"
2,"1121 E 48TH PL, GARY","450834258042000004"
2,"1124 DURBIN ST, GARY","450712253018000004"
2,"1124 PIERCE ST, GARY","450809156005000004"
2,"1125 FILLMORE ST, GARY","450809177010000004"
2,"1125 GREENE ST, GARY","450907203011000004"
2,"1125 S HAMILTON ST, GARY","450907205011000004"
2,"1128 PIERCE ST, GARY","450809156006000004"
2,"1130 E 47TH PL, GARY","450834258017000004"
2,"1131 MOUNT ST, GARY","450712276010000004"
2,"1132 HANLEY ST, GARY","450712252017000004"
2,"1132 HARRISON BLVD, GARY","450809179025000004"
2,"1132 HARRISON ST, GARY","450809251008000004"
2,"1132 POLK ST, GARY","450809177026000004"
2,"1132 W 25TH AVE, GARY","450816178031000004"
2,"1133 HARRISON ST, GARY","450809252012000004"
2,"1133 JACKSON ST, GARY","450809254011000004"
2,"1136 VAN BUREN ST, GARY","450809252029000004"
2,"1136 WAITE, GARY","450807278025000004"
2,"1136 WHITCOMB ST, GARY","450807178015000004"
2,"1136-42 IDAHO ST, GARY","450812101037000004"
2,"1137 HARRISON BLVD, GARY","450809180009000004"
2,"1137 W 25TH AVE, GARY","450816326001000004"
2,"114 ELLSWORTH ST, GARY","450805128012000004"
2,"114 W 41ST AVE, GARY","450828286012000004"
2,"1140 DECATUR ST, GARY","450907104039000004"
2,"1140 HANLEY ST, GARY","450712252018000004"
2,"1140 HOVEY ST, GARY","450712277020000004"
2,"1140 JACKSON ST, GARY","450809253026000004"
2,"1140 MARYLAND ST, GARY","450810176019000004"
2,"1140 NOBLE ST, GARY","450807253025000004"
2,"1141 FILLMORE ST, GARY","450809177014000004"
2,"1141 HANLEY ST, GARY","450712253009000004"
2,"1142 DEKALB ST, GARY","450907105023000004"
2,"1143 HARRISON BLVD, GARY","450809180010000004"
2,"1144 DELAWARE ST, GARY","450810154020000004"
2,"1144 JACKSON ST, GARY","450809253027000004"
2,"1144 TYLER ST, GARY","450809178030000004"
2,"1148 DEKALB ST, GARY","450907105024000004"
2,"1148 FILLMORE ST, GARY","450809176030000004"
2,"1148 HANLEY ST, GARY","450712252019000004"
2,"1149 HARRISON ST, GARY","450809252016000004"
2,"1149 PIERCE ST, GARY","450809176016000004"
2,"1149 S HAMILTON ST, GARY","450907205014000004"
2,"1150 GIBSON PL, GARY","450907130036000004"
2,"1151 DELAWARE ST, GARY","450810176008000004"
2,"1151 DURBIN ST, GARY","450712254012000004"
2,"1151 GIBSON PL, GARY","450907131013000004"
2,"1153-55 PIERCE ST, GARY","450809176017000004"
2,"1155 BURR ST, GARY","450712251009000004"
2,"1157 POLK ST, GARY","450809178018000004"
2,"1158 BENTON ST, GARY","450812227050000004"
2,"1158 FAYETTE ST, GARY","450907128020000004"
2,"1158 GIBSON PL, GARY","450907130037000004"
2,"1158 JENNINGS ST, GARY","450807276024000004"
2,"1159 PIERCE ST, GARY","450809176018000004"
2,"1160 DURBIN ST, GARY","450712253022000004"
2,"1161 HARRISON ST, GARY","450809252019000004"
2,"1161 RALSTON ST, GARY","450712252009000004"
2,"1161 VAN BUREN ST, GARY","450809253016000004"
2,"1167 BENTON ST, GARY","450812228017000004"
2,"1168 HARRISON ST, GARY","450809251017000004"
2,"1168 PIERCE ST, GARY","450809156016000004"
2,"1169 RALSTON ST, GARY","450712252010000004"
2,"1172 DECATUR ST, GARY","450907104044000004"
2,"1172 FILLMORE ST, GARY","450809176036000004"
2,"1172 HARRISON ST, GARY","450809251018000004"
2,"1173 FILLMORE ST, GARY","450809177022000004"
2,"1173 HARRISON ST, GARY","450809252022000004"
2,"1173 VAN BUREN ST, GARY","450809253019000004"
2,"1176 HARRISON ST, GARY","450809251019000004"
2,"1177 HANLEY ST, GARY","450712253014000004"
2,"1177 HARRISON ST, GARY","450809252023000004"
2,"1177 PIERCE ST, GARY","450809176022000004"
2,"1177 TYLER ST, GARY","450809179021000004"
2,"1180 HARRISON ST, GARY","450809251020000004"
2,"1181 JENNINGS ST, GARY","450807277018000004"
2,"1181 RALSTON ST, GARY","450712252011000004"
2,"1181-85 HARRISON ST, GARY","450809252024000004"
2,"1185 BURR ST, GARY","450712251014000004"
2,"1188 CLINTON ST, GARY","450712177021000004"
2,"1189-95 HANDLEY ST, GARY","450712253017000004"
2,"119 ELLSWORTH ST, GARY","450805129005000004"
2,"1191 DEARBORN CIRCLE, GARY","450907104024000004"
2,"1192 CAROLINA ST, GARY","450810179011000004"
2,"1201 E 35TH CT, GARY","450822477001000004"
2,"1201 GARFIELD ST, GARY","450808281001000004"
2,"1201 W 21ST AVE, GARY","450816104026000004"
2,"1202 GIBSON PL, GARY","450907130039000004"
2,"1208 E 35TH PL, GARY","450822477019000004"
2,"1208 E 36TH AVE, GARY","450822478015000004"
2,"1208 W 21ST AVE, GARY","450809358031000004"
2,"1209 E 35TH PL, GARY","450822478002000004"
2,"121 E 39TH AVE, GARY","450827152005000004"
2,"1211 RUTLEDGE ST, GARY","450808181003000004"
2,"1212 GARFIELD ST, GARY","450808277017000004"
2,"1215 TANEY ST, GARY","450808154003000004"
2,"1216 GARFIELD ST, GARY","450808277018000004"
2,"1216 TAFT ST, GARY","450808181015000004"
2,"1218 AETNA ST, GARY","450812180027000004"
2,"1218 RUTLEDGE ST, GARY","450808180015000004"
2,"122 MARSHALLTOWN CT, GARY","450811306025000004"
2,"1220 W 25TH AVE, GARY","450816158029000004"
2,"1224 E 36TH AVE, GARY","450822478017000004"
2,"1226 W 19TH AVE, GARY","450809304065000004"
2,"1226 W 19TH PL, GARY","450809355027000004"
2,"1226 W 26TH PL, GARY","450816308011000004"
2,"1226-34 W 45TH AVE, GARY","450828357025000004"
2,"1228 E RIDGE RD, GARY","450822480020000004"
2,"1229 W 17TH AVE, GARY","450809303036000004"
2,"1232 E 36TH AVE, GARY","450822478018000004"
2,"1232 GREENE PL, GARY","450907203039000004"
